Letter,Number,Color
ucs,100,Blue
uct,25,Gray
ucu,76,Magenta
ucv,44,White
ucw,80,Blue
ucx,50,Orange
ucy,48,Gray
ucz,33,Orange
uda,75,Cyan
udb,65,Pink
udc,49,Cyan
udd,67,Magenta
ude,44,Brown
udf,69,Yellow
udg,16,Black
udh,60,Orange
udi,49,Red
udj,81,Gray
udk,27,Orange
udl,71,Blue
udm,57,Red
udn,98,Purple
udo,86,Black
udp,53,Black
udq,78,Brown
udr,28,Gray
uds,34,Red
udt,68,Pink
udu,68,Orange
udv,29,White
udw,20,Purple
udx,19,Pink
udy,42,Brown
udz,39,Turquoise
uea,48,Orange
ueb,93,Brown
uec,85,Turquoise
ued,64,Gray
uee,7,Pink
uef,47,Black
ueg,100,Turquoise
ueh,52,Purple
uei,32,Turquoise
uej,42,Turquoise
uek,26,Turquoise
uel,43,Magenta
uem,51,Pink
uen,24,Blue
ueo,26,Lavender
uep,87,Orange
ueq,63,Green
uer,63,Magenta
ues,81,Red
uet,78,Brown
ueu,75,Turquoise
uev,40,Pink
uew,24,Brown
uex,59,Red
uey,76,Blue
uez,6,Gray
ufa,97,Green
ufb,67,Cyan
ufc,44,Lavender
ufd,30,Lavender
ufe,54,Orange
uff,71,Magenta
ufg,78,Pink
ufh,71,Purple
ufi,45,Cyan
ufj,61,Brown
ufk,29,Pink
ufl,26,Orange
ufm,26,Cyan
ufn,43,Red
ufo,1,Blue
ufp,23,Lavender
ufq,91,Gray
ufr,15,Cyan
ufs,3,Gray
uft,21,Lavender
ufu,30,Green
ufv,29,Pink
ufw,71,Brown
ufx,55,Green
ufy,56,Black
ufz,79,Black
uga,63,Blue
ugb,47,Red
ugc,7,Orange
ugd,63,Magenta
uge,95,Green
ugf,82,Orange
ugg,39,Black
ugh,44,Gray
ugi,12,Yellow
ugj,52,Red
ugk,92,Lavender
ugl,33,Gray
ugm,91,Orange
ugn,47,Green
ugo,4,Orange
ugp,53,Green
ugq,67,Blue
ugr,30,Pink
ugs,100,Brown
ugt,51,White
ugu,81,Yellow
ugv,48,Orange
ugw,34,Cyan
ugx,56,Brown
ugy,4,Purple
ugz,84,Gray
uha,11,Purple
uhb,64,White
uhc,21,Brown
uhd,23,Yellow
uhe,10,Pink
uhf,80,Red
uhg,97,Black
uhh,44,Red
uhi,92,Turquoise
uhj,42,Brown
uhk,45,Brown
uhl,3,Black
uhm,43,Magenta
uhn,10,Brown
uho,34,White
uhp,47,Pink
uhq,2,Gray
uhr,45,Purple
uhs,38,Blue
uht,1,Blue
uhu,51,Gray
uhv,82,Turquoise
uhw,31,Orange
uhx,19,Turquoise
uhy,76,Blue
uhz,7,Pink
uia,15,Lavender
uib,100,Lavender
uic,9,Turquoise
uid,80,Orange
uie,50,Green
uif,23,Turquoise
uig,22,Cyan
uih,43,Gray
uii,22,Green
uij,4,Turquoise
uik,20,Cyan
uil,90,Lavender
uim,8,Lavender
uin,74,Magenta
uio,94,Green
uip,96,Magenta
uiq,25,Cyan
uir,65,Lavender
uis,69,White
uit,26,Turquoise
uiu,27,Cyan
uiv,97,Pink
uiw,9,Cyan
uix,26,Purple
uiy,80,White
uiz,54,White
uja,40,Cyan
ujb,100,White
ujc,6,Lavender
ujd,47,Brown
uje,91,Green
ujf,54,Purple
ujg,3,Magenta
ujh,77,Cyan
uji,42,Orange
ujj,59,White
ujk,64,White
ujl,0,Red
ujm,23,Green
ujn,1,Turquoise
ujo,24,Magenta
ujp,29,Green
ujq,31,Magenta
ujr,43,Magenta
ujs,25,Blue
ujt,6,Red
uju,50,Cyan
ujv,52,Red
ujw,50,Yellow
ujx,72,Yellow
ujy,65,Magenta
ujz,95,Purple
uka,10,Cyan
ukb,79,Pink
ukc,93,Green
ukd,60,Red
uke,46,Lavender
ukf,52,White
ukg,19,Lavender
ukh,27,Turquoise
uki,4,Lavender
ukj,19,Cyan
ukk,1,Green
ukl,47,Turquoise
ukm,75,Gray
ukn,69,Turquoise
uko,44,Black
ukp,27,Magenta
ukq,50,Blue
ukr,83,Black
uks,47,Yellow
ukt,52,Pink
uku,71,Gray
ukv,41,Purple
ukw,87,Pink
ukx,65,Brown
uky,23,Lavender
ukz,23,Pink
ula,96,White
ulb,61,Black
ulc,61,Turquoise
uld,75,White
ule,50,Gray
ulf,67,Pink
ulg,2,Black
ulh,64,Turquoise
uli,67,Orange
ulj,61,Orange
ulk,84,White
ull,78,Cyan
ulm,81,Lavender
uln,74,Turquoise
ulo,47,Cyan
ulp,12,Turquoise
ulq,54,Orange
ulr,45,White
uls,56,Blue
ult,98,Brown
ulu,64,Magenta
ulv,64,Green
ulw,86,White
ulx,22,Magenta
uly,56,Yellow
ulz,20,Lavender
uma,67,Black
umb,36,Pink
umc,80,Lavender
umd,82,Yellow
ume,64,Gray
umf,7,Yellow
umg,100,Orange
umh,22,Red
umi,14,Purple
umj,46,Gray
umk,31,White
uml,87,Pink
umm,96,Turquoise
umn,56,Green
umo,55,Green
ump,12,Yellow
umq,95,Green
umr,99,Orange
ums,79,Magenta
umt,93,Pink
umu,5,White
umv,43,Purple
umw,34,White
umx,19,Green
umy,9,Black
umz,70,Pink
una,86,White
unb,43,Red
unc,53,Yellow
und,50,Blue
une,51,White
unf,50,Purple
ung,91,Purple
unh,99,Gray
uni,58,Purple
unj,91,Yellow
unk,31,Red
unl,21,Black
unm,38,Brown
unn,7,Turquoise
uno,83,Lavender
unp,37,Orange
unq,4,Gray
unr,61,Brown
uns,11,Gray
unt,43,Green
unu,18,Lavender
unv,67,Turquoise
unw,71,Magenta
unx,20,Pink
uny,44,Turquoise
unz,52,Brown
uoa,84,Gray
uob,12,Black
uoc,2,Yellow
uod,84,Lavender
uoe,15,Cyan
uof,28,Black
uog,42,Turquoise
uoh,36,Red
uoi,49,Brown
uoj,53,Turquoise
uok,60,Brown
uol,51,Yellow
uom,27,Red
uon,45,Pink
uoo,17,Cyan
uop,60,Green
uoq,8,Blue
uor,39,Black
uos,45,Orange
uot,0,Cyan
uou,94,Lavender
uov,74,Magenta
uow,22,Lavender
uox,73,Blue
uoy,76,Pink
uoz,3,Magenta
upa,63,Purple
upb,52,Lavender
upc,28,White
upd,68,Yellow
upe,1,Orange
upf,50,Turquoise
upg,56,Brown
uph,69,Brown
upi,95,Yellow
upj,63,Red
upk,87,Green
upl,9,Turquoise
upm,33,Purple
upn,13,Cyan
upo,12,Lavender
upp,6,Red
upq,38,Black
upr,5,Cyan
ups,19,Pink
upt,21,Orange
upu,93,Turquoise
upv,95,Magenta
upw,7,Gray
upx,85,Gray
upy,96,Turquoise
upz,44,Cyan
uqa,23,Green
uqb,28,Cyan
uqc,85,Cyan
uqd,72,White
uqe,67,Red
uqf,57,Red
uqg,40,Turquoise
uqh,72,Cyan
uqi,58,Magenta
uqj,58,Magenta
uqk,9,Green
uql,73,Lavender
uqm,24,White
uqn,9,Red
uqo,89,Red
uqp,32,Turquoise
uqq,94,Brown
uqr,19,Black
uqs,25,Cyan
uqt,25,Turquoise
uqu,1,Green
uqv,32,Purple
uqw,15,Cyan
uqx,70,White
uqy,95,Yellow
uqz,17,Red
ura,93,Brown
urb,25,Magenta
urc,37,White
urd,41,Purple
ure,24,Red
urf,53,Lavender
urg,99,Blue
urh,56,Cyan
uri,96,Blue
urj,46,Turquoise
urk,9,Yellow
url,65,Red
urm,47,White
urn,62,Pink
uro,34,Orange
urp,34,Black
urq,77,Turquoise
urr,19,Lavender
urs,24,Red
urt,93,Green
uru,2,Cyan
urv,33,Turquoise
urw,80,Red
urx,15,Brown
ury,1,Blue
urz,15,Blue
usa,15,Blue
usb,65,Pink
usc,0,Black
usd,2,Blue
use,18,Black
usf,85,Orange
usg,79,Red
ush,86,Magenta
usi,44,Lavender
usj,26,Cyan
usk,38,Magenta
usl,98,Lavender
usm,39,Green
usn,70,Turquoise
uso,79,Red
usp,34,Orange
usq,86,Brown
usr,66,Lavender
uss,54,Black
ust,5,Red
usu,15,Purple
usv,55,Gray
usw,27,Yellow
usx,57,Gray
usy,29,Yellow
usz,99,White
uta,18,Yellow
utb,4,Gray
utc,66,Brown
utd,73,Black
ute,48,Green
utf,37,Blue
utg,1,Purple
uth,83,Turquoise
uti,94,Lavender
utj,27,Turquoise
utk,62,Gray
utl,49,Orange
utm,75,Blue
utn,15,Magenta
uto,65,Gray
utp,92,Green
utq,90,Black
utr,91,Red
uts,52,Yellow
utt,43,Lavender
utu,70,Orange
utv,11,Black
utw,80,Black
utx,31,Cyan
uty,94,Magenta
utz,11,Cyan
uua,82,Gray
uub,63,Pink
uuc,50,Red
uud,6,White
uue,25,Gray
uuf,49,Red
uug,14,Pink
uuh,17,Black
uui,99,Yellow
uuj,66,Turquoise
uuk,16,Cyan
uul,42,Pink
uum,30,White
uun,73,White
uuo,20,Yellow
uup,67,Turquoise
uuq,54,Orange
uur,68,Green
uus,55,Lavender
uut,15,Magenta
uuu,10,Red
uuv,20,Green
uuw,63,White
uux,43,Gray
uuy,97,Green
uuz,8,Turquoise
uva,1,Cyan
uvb,89,Turquoise
uvc,1,Orange
uvd,28,Turquoise
uve,94,Cyan
uvf,71,Red
uvg,21,Gray
uvh,63,Black
uvi,48,Pink
uvj,81,Blue
uvk,41,Brown
uvl,60,White
uvm,95,Blue
uvn,86,Turquoise
uvo,99,Orange
uvp,98,Magenta
uvq,43,Gray
uvr,85,Orange
uvs,83,Orange
uvt,79,Lavender
uvu,61,Gray
uvv,21,Green
uvw,94,Gray
uvx,89,Purple
uvy,14,Black
uvz,86,Brown
uwa,19,Pink
uwb,76,Turquoise
uwc,28,Yellow
uwd,39,Blue
uwe,77,Red
uwf,61,Blue
uwg,7,Purple
uwh,28,Yellow
uwi,82,Gray
uwj,65,Blue
uwk,82,Yellow
uwl,19,Orange
uwm,62,Green
uwn,43,Purple
uwo,69,Turquoise
uwp,37,Purple
uwq,88,Lavender
uwr,26,Pink
uws,60,Green
uwt,33,Blue
uwu,94,Magenta
uwv,6,Blue
uww,55,White
uwx,39,Cyan
uwy,22,Pink
uwz,28,Lavender
uxa,26,Red
uxb,25,Magenta
uxc,71,Lavender
uxd,75,Red
uxe,17,Brown
uxf,96,Red
uxg,52,Pink
uxh,0,Pink
uxi,9,Green
uxj,13,Yellow
uxk,34,Gray
uxl,62,Gray
uxm,96,Turquoise
uxn,37,Cyan
uxo,47,White
uxp,51,White
uxq,23,Green
uxr,12,Black
uxs,42,Magenta
uxt,48,Pink
uxu,95,Blue
uxv,69,Cyan
uxw,33,Turquoise
uxx,19,Turquoise
uxy,37,Lavender
uxz,3,Cyan
uya,92,Lavender
uyb,19,Blue
uyc,69,Orange
uyd,5,White
uye,47,Blue
uyf,53,White
uyg,15,Purple
uyh,8,Cyan
uyi,52,Green
uyj,69,Blue
uyk,69,Green
uyl,87,Cyan
uym,72,Turquoise
uyn,11,Magenta
uyo,92,Gray
uyp,69,Orange
uyq,18,Magenta
uyr,76,Blue
uys,1,Purple
uyt,52,Turquoise
uyu,81,White
uyv,62,Blue
uyw,75,Green
uyx,16,Black
uyy,40,Cyan
uyz,82,Lavender
uza,28,White
uzb,82,Yellow
uzc,82,Red
uzd,10,Blue
uze,43,Lavender
uzf,95,Orange
uzg,39,Orange
uzh,49,Turquoise
uzi,22,Brown
uzj,44,Black
uzk,69,Magenta
uzl,77,Brown
uzm,47,Black
uzn,69,White
uzo,31,Gray
uzp,19,Magenta
uzq,66,Cyan
uzr,70,Turquoise
uzs,12,Green
uzt,26,White
uzu,14,Pink
uzv,7,Turquoise
uzw,10,Lavender
uzx,66,Red
uzy,79,Red
uzz,100,Green
vaa,45,Black
vab,61,Pink
vac,54,Orange
vad,18,Magenta
vae,11,Yellow
vaf,1,Lavender
vag,43,Yellow
vah,73,Magenta
vai,99,Red
vaj,18,Yellow
vak,25,Green
val,27,Blue
vam,24,Red
van,97,Cyan
vao,1,Green
vap,70,Blue
vaq,81,Magenta
var,86,Blue
vas,16,Orange
vat,63,Turquoise
vau,88,Brown
vav,66,Purple
vaw,65,Gray
vax,89,Yellow
vay,82,Green
vaz,51,White
vba,87,Lavender
vbb,98,White
vbc,90,Cyan
vbd,77,Brown
vbe,45,Lavender
vbf,4,Pink
vbg,32,Orange
vbh,94,Green
vbi,94,Green
vbj,0,White
vbk,96,Magenta
vbl,87,Brown
vbm,53,Brown
vbn,75,Brown
vbo,77,Turquoise
vbp,23,Magenta
vbq,80,Black
vbr,13,Lavender
vbs,45,Yellow
vbt,60,Orange
vbu,31,Magenta
vbv,21,Orange
vbw,69,Blue
vbx,44,Purple
vby,64,Green
vbz,8,Cyan
vca,20,Purple
vcb,29,Green
vcc,54,Blue
vcd,42,White
vce,13,Lavender
vcf,100,Yellow
vcg,28,Cyan
vch,69,Black
vci,3,Cyan
vcj,59,Lavender
vck,64,Brown
vcl,47,Green
vcm,47,Red
vcn,31,Brown
vco,22,Purple
vcp,83,Lavender
vcq,52,Gray
vcr,7,Black
vcs,72,Yellow
vct,88,White
vcu,29,Brown
vcv,2,Yellow
vcw,62,Black
vcx,28,Red
vcy,32,Pink
vcz,20,Blue
vda,1,Green
vdb,30,Gray
vdc,13,Brown
vdd,61,Lavender
vde,8,Lavender
vdf,46,Lavender
vdg,15,Magenta
vdh,10,Gray
vdi,27,Orange
vdj,91,Brown
vdk,55,Pink
vdl,45,Red
vdm,86,Black
vdn,26,Magenta
vdo,31,White
vdp,42,White
vdq,32,Orange
vdr,54,Black
vds,58,Black
vdt,65,Magenta
vdu,94,Green
vdv,80,Turquoise
vdw,93,Red
vdx,87,Purple
vdy,5,Blue
vdz,81,Gray
vea,27,Green
veb,24,Yellow
vec,6,Red
ved,24,Brown
vee,20,Red
vef,1,Orange
veg,16,Cyan
veh,90,Brown
vei,94,Black
vej,45,Yellow
vek,33,Red
vel,58,Blue
vem,59,Gray
ven,42,Purple
veo,15,Green
vep,51,Pink
veq,72,Blue
ver,33,Red
ves,59,Brown
vet,20,Blue
veu,35,Gray
vev,40,Magenta
vew,85,Purple
vex,64,Green
vey,31,Orange
vez,14,Red
vfa,94,Green
vfb,37,Turquoise
vfc,70,Orange
vfd,21,Turquoise
vfe,5,Yellow
vff,56,Blue
vfg,7,Red
vfh,34,Gray
vfi,37,Green
vfj,24,Black
vfk,98,White
vfl,68,Turquoise
vfm,82,Cyan
vfn,94,Black
vfo,57,Purple
vfp,35,Pink
vfq,11,Pink
vfr,6,Gray
vfs,96,Turquoise
vft,38,Orange
vfu,42,Green
vfv,51,Gray
vfw,76,Gray
vfx,62,Brown
vfy,1,Purple
vfz,87,Brown
vga,1,Cyan
vgb,95,Red
vgc,44,Lavender
vgd,88,White
vge,42,Turquoise
vgf,34,Magenta
vgg,38,Pink
vgh,6,Black
vgi,45,Purple
vgj,18,Magenta
vgk,26,Yellow
vgl,50,Blue
vgm,79,Cyan
vgn,61,Purple
vgo,31,Turquoise
vgp,88,Brown
vgq,26,Black
vgr,21,Lavender
vgs,17,White
vgt,16,Black
vgu,1,Cyan
vgv,22,Magenta
vgw,25,Green
vgx,23,Black
vgy,90,Yellow
vgz,15,Pink
vha,96,Cyan
vhb,36,Orange
vhc,60,Lavender
vhd,74,Blue
vhe,95,Gray
vhf,83,Lavender
vhg,58,Magenta
vhh,76,Red
vhi,90,Gray
vhj,71,Brown
vhk,5,Magenta
vhl,64,Red
vhm,93,Orange
vhn,15,Lavender
vho,30,Pink
vhp,28,Cyan
vhq,92,Cyan
vhr,42,Lavender
vhs,66,Magenta
vht,37,Gray
vhu,22,Black
vhv,22,Lavender
vhw,43,Brown
vhx,37,Red
vhy,24,Orange
vhz,12,Gray
via,84,Green
vib,35,Purple
vic,10,Blue
vid,92,Red
vie,83,Orange
vif,5,Black
vig,78,Pink
vih,62,Purple
vii,38,Gray
vij,89,Gray
vik,25,Yellow
vil,31,Cyan
vim,34,Brown
vin,79,Lavender
vio,5,Blue
vip,30,Magenta
viq,58,Cyan
vir,35,White
vis,79,Pink
vit,40,Green
viu,64,Brown
viv,54,Blue
viw,33,White
vix,75,Pink
viy,31,Pink
viz,72,Purple
vja,99,Orange
vjb,75,Blue
vjc,26,Turquoise
vjd,8,Cyan
vje,11,Orange
vjf,60,Blue
vjg,8,Green
vjh,78,Lavender
vji,18,Green
vjj,18,Pink
vjk,92,Pink
vjl,32,Pink
vjm,26,White
vjn,32,Lavender
vjo,65,Brown
vjp,49,Black
vjq,92,Gray
vjr,11,Pink
vjs,36,Yellow
vjt,51,White
vju,80,Green
vjv,37,White
vjw,21,White
vjx,95,Magenta
vjy,67,Gray
vjz,17,Yellow
vka,33,Cyan
vkb,74,Turquoise
vkc,57,Lavender
vkd,87,Turquoise
vke,38,Cyan
vkf,22,White
vkg,99,Red
vkh,20,Pink
vki,65,Magenta
vkj,51,Green
vkk,62,Yellow
vkl,88,Orange
vkm,96,Red
vkn,57,Yellow
vko,81,Orange
vkp,5,Red
vkq,36,Magenta
vkr,73,Yellow
vks,57,Cyan
vkt,47,Orange
vku,45,Purple
vkv,18,Pink
vkw,14,Black
vkx,88,Cyan
vky,38,Green
vkz,13,Turquoise
vla,25,Blue
vlb,83,Blue
vlc,22,Magenta
vld,89,Orange
vle,20,White
vlf,64,Turquoise
vlg,75,Purple
vlh,61,Cyan
vli,24,Red
vlj,84,Gray
vlk,9,Lavender
vll,2,Blue
vlm,24,Blue
vln,33,Lavender
vlo,50,Orange
vlp,24,Gray
vlq,16,Black
vlr,15,Yellow
vls,96,Turquoise
vlt,100,Blue
vlu,29,Pink
vlv,90,Orange
vlw,79,Black
vlx,88,Black
vly,48,Gray
vlz,96,Brown
vma,56,Brown
vmb,47,Red
vmc,63,Lavender
vmd,83,Brown
vme,10,Turquoise
vmf,36,Black
vmg,71,Green
vmh,53,Turquoise
vmi,98,Black
vmj,44,Red
vmk,51,Lavender
vml,62,Yellow
vmm,97,Brown
vmn,47,White
vmo,43,Purple
vmp,36,Turquoise
vmq,33,Black
vmr,65,Cyan
vms,75,Turquoise
vmt,4,Blue
vmu,0,Yellow
vmv,91,Purple
vmw,74,Purple
vmx,88,Red
vmy,96,Orange
vmz,8,Orange
vna,75,Green
vnb,65,Turquoise
vnc,24,Yellow
vnd,21,Blue
vne,36,Orange
vnf,35,Red
vng,72,Yellow
vnh,25,Magenta
vni,13,Black
vnj,96,Blue
vnk,55,Red
vnl,70,Orange
vnm,20,Brown
vnn,28,Red
vno,20,Pink
vnp,73,Orange
vnq,50,Black
vnr,15,White
vns,35,Cyan
vnt,71,Brown
vnu,33,Lavender
vnv,16,Blue
vnw,6,White
vnx,57,Lavender
vny,26,White
vnz,20,Magenta
voa,87,Cyan
vob,12,Lavender
voc,56,Black
vod,93,Pink
voe,90,Lavender
vof,18,Gray
vog,76,Purple
voh,61,Green
voi,50,Purple
voj,27,Yellow
vok,22,Yellow
vol,55,Black
vom,31,Pink
von,82,Lavender
voo,0,Green
vop,41,Pink
voq,90,Lavender
vor,69,Yellow
vos,75,Turquoise
vot,21,Yellow
vou,100,Blue
vov,7,Gray
vow,34,Black
vox,59,Yellow
voy,91,Yellow
voz,16,Brown
vpa,78,Black
vpb,70,Magenta
vpc,47,Orange
vpd,5,White
vpe,85,Red
vpf,64,Cyan
vpg,86,Magenta
vph,61,Lavender
vpi,9,Pink
vpj,2,Turquoise
vpk,90,Green
vpl,0,Blue
vpm,60,Turquoise
vpn,45,Brown
vpo,25,Blue
vpp,88,Pink
vpq,35,Yellow
vpr,59,Turquoise
vps,46,Gray
vpt,92,Brown
vpu,84,Brown
vpv,91,Orange
vpw,2,Cyan
vpx,19,Blue
vpy,2,Black
vpz,28,Blue
vqa,12,White
vqb,18,Brown
vqc,26,Gray
vqd,98,Orange
vqe,32,Gray
vqf,70,Magenta
vqg,95,Gray
vqh,10,Black
vqi,82,Brown
vqj,26,Pink
vqk,52,Green
vql,38,Green
vqm,50,Lavender
vqn,89,White
vqo,45,Black
vqp,100,Purple
vqq,25,Orange
vqr,52,Red
vqs,62,Orange
vqt,68,Green
vqu,38,Purple
vqv,13,Cyan
vqw,18,Yellow
vqx,29,White
vqy,51,Pink
vqz,20,White
vra,46,Magenta
vrb,30,Orange
vrc,25,Lavender
vrd,63,Red
vre,69,Black
vrf,77,Yellow
vrg,81,White
vrh,71,Turquoise
vri,2,Cyan
vrj,65,Brown
vrk,6,White
vrl,27,Magenta
vrm,16,Lavender
vrn,5,Blue
vro,10,Magenta
vrp,16,White
vrq,14,Lavender
vrr,97,Brown
vrs,44,Lavender
vrt,0,Red
vru,65,Lavender
vrv,4,Cyan
vrw,89,Gray
vrx,65,Cyan
vry,10,Orange
vrz,97,Brown
vsa,83,Gray
vsb,22,Blue
vsc,64,Blue
vsd,82,Green
vse,17,Brown
vsf,100,Orange
vsg,75,Red
vsh,90,Blue
vsi,13,Magenta
vsj,63,White
vsk,59,Purple
vsl,26,Pink
vsm,54,Black
vsn,79,Black
vso,89,Black
vsp,41,Magenta
vsq,61,Cyan
vsr,99,Cyan
vss,33,White
vst,47,Pink
vsu,77,White
vsv,51,Green
vsw,0,Magenta
vsx,14,Brown
vsy,13,Blue
vsz,37,Lavender
vta,96,Lavender
vtb,45,Gray
vtc,29,White
vtd,72,Red
vte,69,Purple
vtf,42,Gray
vtg,70,Turquoise
vth,28,Gray
vti,99,Orange
vtj,40,Magenta
vtk,84,Magenta
vtl,79,Green
vtm,24,Cyan
vtn,29,Orange
vto,8,Magenta
vtp,12,Red
vtq,8,Yellow
vtr,32,Pink
vts,31,Magenta
vtt,13,Orange
vtu,72,Magenta
vtv,52,Green
vtw,73,Pink
vtx,81,Cyan
vty,60,Green
vtz,4,Lavender
vua,95,Green
vub,10,Turquoise
vuc,69,Green
vud,79,Pink
vue,84,Yellow
vuf,33,Brown
vug,49,Lavender
vuh,5,Pink
vui,88,Cyan
vuj,54,Magenta
vuk,3,Purple
vul,41,Black
vum,70,Yellow
vun,55,Pink
vuo,63,Green
vup,93,Blue
vuq,34,Turquoise
vur,47,Yellow
vus,53,Orange
vut,52,Lavender
vuu,39,Turquoise
vuv,27,Black
vuw,12,White
vux,66,Orange
vuy,85,Purple
vuz,92,Purple
vva,74,Turquoise
vvb,24,Purple
vvc,55,Purple
vvd,53,Green
vve,64,Cyan
vvf,59,Black
vvg,66,Orange
vvh,78,Brown
vvi,0,Gray
vvj,36,Yellow
vvk,69,Brown
vvl,44,Gray
vvm,18,Red
vvn,2,Blue
vvo,38,Gray
vvp,5,Red
vvq,31,Black
vvr,17,Lavender
vvs,37,Turquoise
vvt,55,Red
vvu,39,Cyan
vvv,8,Pink
vvw,100,Brown
vvx,91,Turquoise
vvy,21,Red
vvz,37,Black
vwa,69,White
vwb,42,Green
vwc,28,Pink
vwd,73,Blue
vwe,93,Black
vwf,74,Turquoise
vwg,15,Red
vwh,7,Gray
vwi,96,Yellow
vwj,49,Brown
vwk,62,White
vwl,59,Gray
vwm,21,Pink
vwn,46,Brown
vwo,63,Black
vwp,60,Green
vwq,3,Magenta
vwr,7,Green
vws,22,Lavender
vwt,80,Purple
vwu,73,Blue
vwv,8,Yellow
vww,41,Green
vwx,39,Orange
vwy,31,Purple
vwz,81,Lavender
vxa,50,Magenta
vxb,84,Black
vxc,98,Lavender
vxd,58,Red
vxe,82,Cyan
vxf,42,Brown
vxg,76,Purple
vxh,45,Blue
vxi,62,Magenta
vxj,83,Black
vxk,41,Blue
vxl,37,Gray
vxm,86,Yellow
vxn,0,White
vxo,56,Lavender
vxp,48,Purple
vxq,90,Lavender
vxr,44,Brown
vxs,20,Brown
vxt,12,Orange
vxu,80,Green
vxv,81,Lavender
vxw,77,Black
vxx,35,Turquoise
vxy,6,Gray
vxz,96,Green
vya,23,Yellow
vyb,12,Orange
vyc,84,Gray
vyd,88,Yellow
vye,53,Brown
vyf,45,Lavender
vyg,98,White
vyh,56,Turquoise
vyi,69,Orange
vyj,22,Blue
vyk,97,Turquoise
vyl,24,Pink
vym,21,Yellow
vyn,73,Yellow
vyo,65,Red
vyp,49,Turquoise
vyq,49,Turquoise
vyr,46,Turquoise
vys,22,White
vyt,57,Blue
vyu,46,Green
vyv,31,Cyan
vyw,29,Red
vyx,38,Turquoise
vyy,62,Black
vyz,79,Red
vza,3,Brown
vzb,63,Gray
vzc,71,Cyan
vzd,31,Black
vze,81,Cyan
vzf,75,Turquoise
vzg,0,Green
vzh,33,Brown
vzi,81,White
vzj,8,Cyan
vzk,44,Green
vzl,68,Green
vzm,48,Purple
vzn,82,Lavender
vzo,11,Orange
vzp,79,Blue
vzq,85,Pink
vzr,43,Blue
vzs,26,Purple
vzt,42,Red
vzu,35,Green
vzv,6,Green
vzw,90,Blue
vzx,32,Cyan
vzy,92,Red
vzz,99,Green
waa,46,Black
wab,42,Lavender
wac,44,Orange
wad,90,Blue
wae,85,Brown
waf,74,Black
wag,22,Lavender
wah,38,Pink
wai,59,Pink
waj,40,Brown
wak,12,Black
wal,60,Blue
wam,79,Red
wan,30,Red
wao,29,Yellow
wap,98,Green
waq,85,Green
war,17,Brown
was,53,Blue
wat,22,Turquoise
wau,100,Magenta
wav,15,Yellow
waw,74,Gray
wax,10,Pink
way,99,Pink
waz,90,Green
wba,94,White
wbb,12,Black
wbc,68,Cyan
wbd,20,Cyan
wbe,57,Black
wbf,56,Yellow
wbg,85,Pink
wbh,25,Cyan
wbi,23,Magenta
wbj,94,Pink
wbk,73,Turquoise
wbl,64,Green
wbm,49,Black
wbn,6,Purple
wbo,37,Orange
wbp,60,Lavender
wbq,63,Cyan
wbr,9,Lavender
wbs,90,Pink
wbt,71,Green
wbu,58,Turquoise
wbv,22,Lavender
wbw,8,Black
wbx,46,Orange
wby,88,Green
wbz,2,Turquoise
wca,72,Green
wcb,1,Yellow
wcc,81,Lavender
wcd,52,Gray
wce,21,Green
wcf,76,White
wcg,70,Gray
wch,92,Turquoise
wci,31,Turquoise
wcj,83,Purple
wck,1,Orange
wcl,15,Brown
wcm,68,Gray
wcn,86,Purple
wco,61,Blue
wcp,44,Gray
wcq,6,Yellow
wcr,71,Pink
wcs,32,Gray
wct,49,Pink
wcu,47,Orange
wcv,100,Yellow
wcw,51,Gray
wcx,13,Blue
wcy,9,Brown
wcz,22,Blue
wda,26,Brown
wdb,54,Purple
wdc,6,Turquoise
wdd,99,Turquoise
wde,81,Cyan
wdf,83,Blue
wdg,69,White
wdh,86,Purple
wdi,39,Red
wdj,28,Yellow
wdk,15,Lavender
wdl,45,Blue
wdm,12,White
wdn,22,Purple
wdo,34,Brown
wdp,11,Turquoise
wdq,87,Yellow
wdr,35,Cyan
wds,73,Magenta
wdt,8,White
wdu,74,Red
wdv,36,Magenta
wdw,18,Cyan
wdx,46,Gray
wdy,74,White
wdz,100,Black
wea,21,White
web,28,Cyan
wec,96,Blue
wed,54,Cyan
wee,62,Black
wef,78,Red
weg,0,Black
weh,9,Blue
wei,68,Turquoise
wej,100,Black
wek,48,Turquoise
wel,87,Pink
wem,26,Cyan
wen,99,White
weo,38,Brown
wep,96,White
weq,41,Lavender
wer,39,Orange
wes,33,Brown
wet,8,Magenta
weu,66,Pink
wev,74,Magenta
wew,62,Gray
wex,100,Black
wey,38,Blue
wez,24,Purple
wfa,15,Brown
wfb,42,Turquoise
wfc,12,Turquoise
wfd,24,Gray
wfe,29,Pink
wff,16,Purple
wfg,31,Brown
wfh,31,Purple
wfi,32,Black
wfj,5,Black
wfk,82,Lavender
wfl,1,Brown
wfm,28,Orange
wfn,96,Brown
wfo,58,Magenta
wfp,4,Gray
wfq,34,Green
wfr,18,White
wfs,58,Red
wft,100,Cyan
wfu,62,Black
wfv,46,Green
wfw,44,Cyan
wfx,74,Red
wfy,53,Lavender
wfz,72,Yellow
wga,97,Lavender
wgb,19,Cyan
wgc,56,Red
wgd,29,Green
wge,2,Turquoise
wgf,56,Lavender
