name,decimal,state,year
knp,0.57,Washington,1946
knq,0.76,Virginia,2011
kob,0.92,Iowa,1937
kod,0.96,Vermont,2012
kof,0.09,New York,1972
kog,0.18,Pennsylvania,2001
kok,0.06,Michigan,1961
kon,0.33,New Hampshire,1920
kor,0.71,Iowa,1907
kot,0.37,Georgia,1946
kow,0.83,Oregon,1961
koy,0.96,Louisiana,1998
koz,0.17,Arizona,1990
kpc,0.7,Wisconsin,1928
kpd,0.3,Missouri,2009
kph,0.22,Mississippi,1923
kpk,0.6,Alaska,1971
kpl,0.86,Alabama,1948
kpu,0.32,Arkansas,1933
kpw,0.74,Idaho,1999
kqa,0.73,Kansas,1920
kqe,0.99,Ohio,1992
kqh,0.58,Ohio,2017
kqk,0.2,Kentucky,1911
kql,0.75,Michigan,1935
kqp,0.22,Kentucky,1936
kqs,0.17,New Hampshire,1950
kqu,0.86,Tennessee,1921
krc,0.12,Mississippi,1938
kre,0.67,Massachusetts,1956
krg,0.74,Oklahoma,1966
krh,0.17,Colorado,2005
kri,0.93,Oklahoma,1936
krk,0.1,South Dakota,1909
krn,0.72,Indiana,1906
krq,0.22,Arkansas,1928
kru,0.06,Vermont,2021
krw,0.98,North Carolina,1978
krx,0.27,Washington,1995
ksb,0.61,New Mexico,2012
ksc,0.61,Arizona,1950
ksd,0.39,Arizona,1959
ksg,0.67,Mississippi,1955
ksi,0.14,North Carolina,1999
ksk,0.43,Vermont,1929
ksm,0.57,Utah,1958
kso,0.2,North Dakota,1952
ksp,0.67,Connecticut,1915
ksu,0.58,Texas,1988
ksy,0.61,Georgia,2010
ksz,0.1,Washington,1913
ktj,0.91,Virginia,1936
ktk,0.76,Mississippi,1943
ktn,0.04,Maryland,1978
ktq,0.42,Idaho,1989
ktr,0.01,Oregon,1907
ktt,0.12,South Carolina,1921
ktv,0.61,Kentucky,1902
ktw,0.81,Utah,1988
kty,0.87,New Mexico,1918
kud,0.38,Maryland,1927
kue,0.52,Maryland,1937
kuh,0.77,Montana,1962
kun,0.38,South Carolina,2002
kuv,0.83,Connecticut,1989
kuw,0.85,Virginia,2015
kuz,0.08,New Hampshire,1907
kva,0.09,Idaho,1959
kvi,0.82,Utah,1958
kvm,0.86,Maryland,1995
kvn,0.93,Washington,1942
kvr,0.9,Kentucky,1948
kwb,0.06,West Virginia,1928
kwi,0.91,Maine,1986
kwj,0.89,South Dakota,1906
kwm,0.23,Maine,2012
kwn,0.82,Kentucky,1936
kwq,0.26,California,1991
kwu,0.74,New Hampshire,1905
kwv,0.48,Michigan,1948
kww,0.82,Arizona,1942
kwx,0.96,West Virginia,1910
kwy,0.33,Montana,1952
kxc,0.51,Oregon,1996
kxf,0.81,Virginia,1996
kxg,0.96,Minnesota,2012
kxi,0.36,New Mexico,1959
kxk,0.73,Illinois,1940
kxo,0.17,California,1968
kxp,0.1,Georgia,1935
kxs,0.6,Massachusetts,1939
kxu,0.98,Montana,1939
kxv,0.38,Illinois,1928
kxw,0.96,Rhode Island,2017
kxx,0.32,South Carolina,1955
kxy,0.52,Rhode Island,1974
kyb,0.11,Connecticut,1910
kyd,0.24,West Virginia,1937
kye,0.46,Illinois,1921
kyh,0.79,Washington,1928
kyj,0.82,New Hampshire,1907
kyn,0.25,Delaware,2001
kyo,0.55,Missouri,1916
kyp,0.67,Wyoming,1921
kyq,0.14,Hawaii,1923
kyr,0.89,Maryland,1905
kyu,0.86,New York,1954
kyv,0.71,Louisiana,1947
kyw,0.74,Delaware,2012
kyz,0.9,Florida,2023
kzd,0.19,Kentucky,2016
kze,0.35,Colorado,1911
kzf,0.76,Washington,1965
kzi,0.49,Maryland,2003
kzj,0.72,New Mexico,1952
kzk,0.76,South Carolina,1982
kzn,0.19,Louisiana,1922
kzo,0.02,Texas,1969
kzq,0.63,West Virginia,1934
kzt,0.55,Illinois,1914
kzu,0.52,Arizona,2005
kzv,0.49,New Mexico,2005
kzz,0.19,Massachusetts,1962
lac,0.72,New Hampshire,1977
laj,0.03,Michigan,2003
laq,0.67,Texas,1971
las,0.73,South Carolina,1993
lav,0.5,Missouri,1942
lax,0.12,South Dakota,1981
lbc,0.55,Mississippi,1963
lbd,0.54,Kentucky,2002
lbh,0.04,Vermont,1968
lbi,0.19,Arizona,1966
lbj,0.86,Colorado,1911
lbo,0.82,Vermont,1974
lbr,0.73,Connecticut,1966
lbs,0.49,Alabama,1941
lbt,0.17,Louisiana,1939
lbw,0.53,Michigan,2019
lby,0.99,Vermont,2007
lbz,0.4,Michigan,1931
lcb,0.72,Oregon,1979
lce,0.0,Kansas,1989
lcj,0.28,Minnesota,2001
lcl,0.12,Hawaii,1932
lco,0.52,Iowa,1969
lcq,0.02,Maryland,1982
lcr,0.93,Rhode Island,1964
lcv,0.48,Hawaii,1964
lcw,0.79,Oregon,1975
lcx,0.67,Kentucky,1951
lcy,0.98,Texas,1913
lcz,0.84,Georgia,1964
ldf,0.45,Alaska,1971
ldg,0.16,New Mexico,2023
ldh,0.16,Pennsylvania,2020
ldi,0.99,Louisiana,1921
ldj,0.99,Kansas,1923
ldk,0.35,Kansas,1950
ldl,0.8,Pennsylvania,1977
ldm,0.37,Tennessee,2017
ldv,0.1,North Dakota,1964
ldx,0.01,Nebraska,2004
ldy,0.07,California,2017
lec,0.73,Minnesota,1944
lee,0.24,North Dakota,1925
lef,0.32,Illinois,1965
leg,0.66,Oklahoma,1926
lei,0.95,Minnesota,1921
lej,0.25,Texas,1998
lem,0.88,West Virginia,1953
lep,0.29,Louisiana,1929
ler,0.31,Louisiana,1957
let,0.75,New Mexico,1909
ley,0.15,South Carolina,1934
lfa,0.42,California,1902
lfj,0.29,Hawaii,1957
lfn,0.83,Indiana,2010
lfo,0.81,Nebraska,1929
lfp,0.23,Wisconsin,1978
lfs,0.18,Texas,1918
lfu,0.6,New York,1938
lfw,0.82,Maine,2011
lfx,0.59,Illinois,1930
lfz,0.37,Delaware,1991
lga,0.93,West Virginia,1928
lgd,0.75,Iowa,1927
lgf,0.56,Oklahoma,1907
lgk,0.18,Alaska,1938
lgm,0.07,Delaware,1923
lgn,0.43,Georgia,1914
lgo,0.35,New York,2001
lgs,0.63,Idaho,1970
lgv,0.79,Idaho,1946
lgy,0.05,New Mexico,2019
lgz,0.4,Kentucky,2023
lha,0.29,Washington,1950
lhb,0.21,Massachusetts,1912
lhd,0.82,Montana,1970
lhq,0.55,South Carolina,1969
lhr,0.57,North Carolina,1997
lhu,0.8,California,1924
lhv,0.21,Alabama,2004
lhw,0.98,West Virginia,2017
lhy,0.37,Oklahoma,2014
lia,0.38,Pennsylvania,1931
lij,0.67,Hawaii,1990
lil,0.46,Kentucky,2008
lin,0.05,Alaska,1949
lip,0.19,Florida,1951
lir,0.86,Ohio,1969
lis,0.07,New Mexico,2009
lit,0.01,Maine,2013
liy,0.06,Mississippi,1908
ljc,0.85,Louisiana,1969
ljd,0.46,North Carolina,1988
ljh,0.19,Illinois,2016
ljk,0.12,Rhode Island,2002
ljn,0.59,Virginia,1928
ljs,0.79,South Dakota,1916
ljt,0.41,Alabama,1986
lju,0.88,Hawaii,2001
ljv,0.34,Montana,1986
ljx,0.34,Delaware,2009
ljz,0.54,Utah,1998
lkd,0.86,Idaho,1939
lkn,0.85,Washington,1936
lko,0.46,Alabama,1973
lkq,0.74,Virginia,1918
lkx,0.12,South Carolina,1968
lla,0.62,Idaho,1917
lle,0.73,Arkansas,1979
llg,0.11,Colorado,1980
llh,0.74,Oregon,1907
llm,0.5,Michigan,1949
llp,0.9,Utah,2017
llq,0.48,Arizona,2000
llr,1.0,Nebraska,1955
llt,0.58,Alaska,2020
llu,0.23,Indiana,2011
lly,0.08,Delaware,1999
lma,0.55,Idaho,1982
lmb,0.89,New Hampshire,1941
lmd,0.52,Colorado,1904
lmh,0.93,Montana,1956
lmj,0.4,New York,1941
lmk,0.03,Oregon,2023
lmr,0.17,Montana,1953
lmt,0.45,Pennsylvania,1943
lmu,0.94,Pennsylvania,2022
lmx,0.31,Rhode Island,2003
lmy,0.75,Missouri,2012
lnb,0.69,Nebraska,2019
lnd,0.04,West Virginia,1992
lne,0.95,Mississippi,1905
lnf,0.46,Rhode Island,1916
lng,0.43,Vermont,2004
lnh,0.17,Texas,1937
lnl,0.18,Hawaii,1939
lnm,0.09,Kansas,1922
lnn,0.99,North Dakota,1994
lno,0.16,North Carolina,2009
lnp,0.81,Maryland,1926
lnr,0.3,Nevada,1924
lnt,0.92,Alaska,1973
lny,0.55,Utah,1922
lob,0.9,Ohio,2006
loh,0.99,Louisiana,1952
loi,0.74,Maryland,1986
lok,0.85,New Mexico,1974
lon,0.76,Idaho,1942
loq,0.06,New York,1929
lot,0.55,Rhode Island,1962
lou,0.03,Indiana,1914
low,0.11,Texas,1956
loz,0.48,Massachusetts,1902
lpa,0.42,Vermont,2019
lpe,0.26,Ohio,2021
lpf,0.34,Kansas,1920
lpg,0.76,North Carolina,2004
lpi,0.87,Arkansas,1964
lpk,0.22,New Jersey,1978
lpm,0.71,Iowa,2016
lpn,0.62,Maryland,1990
lpr,0.77,Oklahoma,1937
lpv,0.82,Wisconsin,1936
lpz,0.69,Virginia,2004
lqe,0.19,Minnesota,1900
lqf,0.71,Connecticut,2023
lqh,0.45,Idaho,1933
lqk,0.15,Louisiana,2020
lqn,0.82,Illinois,1935
lqo,0.52,Tennessee,1991
lqq,0.68,Indiana,1992
lqr,0.38,Louisiana,1956
lqu,0.56,Idaho,1943
lqv,0.56,Missouri,1971
lqx,0.12,Maine,1972
lqy,0.02,Arkansas,1985
lqz,0.1,Virginia,1962
lra,0.88,Colorado,1912
lre,0.17,Arkansas,1912
lrf,0.45,Louisiana,1953
lrh,0.08,Arkansas,1941
lri,0.13,Alaska,1992
lro,0.82,New York,1974
lrq,0.8,Nebraska,1924
lrs,0.96,Nebraska,1984
lrv,0.9,Idaho,2008
lrx,0.35,Alaska,1985
lrz,0.01,Maine,2018
lsa,0.57,Arizona,1943
lsb,0.4,Colorado,1918
lsc,0.57,Utah,2001
lse,0.95,Rhode Island,1951
lsh,0.18,Virginia,2023
lsj,0.41,California,1906
lsq,0.69,Arkansas,1914
lsu,0.9,Mississippi,1995
lsv,0.62,Colorado,1916
ltb,0.41,Tennessee,1978
ltc,0.25,Tennessee,1992
lte,0.04,Ohio,2001
lti,0.55,Connecticut,1903
ltl,0.71,Washington,1901
ltm,0.14,New York,1907
lto,0.72,New Hampshire,1981
ltp,0.99,Idaho,1909
ltq,0.65,Kentucky,1925
ltr,0.92,Massachusetts,1906
ltx,0.01,Michigan,1998
lty,0.63,Illinois,1906
lug,0.77,Wisconsin,1950
luj,0.69,Kansas,1975
lul,0.19,South Carolina,1998
lum,0.24,Illinois,1954
lun,0.83,Delaware,1928
luo,0.38,Pennsylvania,1922
lur,0.29,Arizona,1965
luu,0.87,Virginia,1978
luy,0.95,Virginia,1943
lvf,0.05,Kentucky,1966
lvg,0.37,Massachusetts,1985
lvk,0.71,Delaware,2016
lvo,0.32,Arizona,2007
lvs,0.67,Tennessee,1951
lvu,0.16,Louisiana,1966
lvv,0.87,Vermont,1934
lvz,0.18,New Mexico,2016
lwg,0.99,Oregon,2013
lwj,0.73,New Hampshire,1965
lwl,0.93,Georgia,1963
lwn,0.57,Idaho,2009
lwu,0.71,Kentucky,2008
lwx,0.84,Maine,1983
lwz,0.92,Massachusetts,1957
lxf,0.63,Georgia,1931
lxg,0.89,New York,1989
lxi,0.93,Kansas,1966
lxk,0.55,Idaho,1978
lxm,0.64,South Carolina,1955
lxu,0.67,Vermont,1998
lxv,0.78,Michigan,1991
lxy,0.5,Maryland,1924
lya,0.3,Ohio,1970
lyf,0.72,South Dakota,1979
lyh,0.04,Montana,1930
lyk,0.13,Alabama,1904
lyp,0.55,Idaho,2000
lys,0.3,Virginia,1901
lyw,0.93,Idaho,1972
lyy,0.64,Wyoming,1968
lzh,0.85,South Carolina,2000
lzj,0.8,Missouri,1930
lzk,0.59,Massachusetts,1941
lzm,0.7,Michigan,2009
lzo,0.45,Virginia,1953
lzp,0.42,Indiana,1908
lzw,0.69,Nebraska,2012
mab,0.37,Delaware,1967
mae,0.21,Washington,2022
mai,0.95,West Virginia,1919
mak,0.51,Oklahoma,1928
mar,0.41,Georgia,2021
mau,0.89,Utah,1914
mav,0.58,Kentucky,1974
may,0.45,Wisconsin,2012
mbb,0.41,Rhode Island,1970
mbe,0.41,Ohio,1988
mbf,0.92,Texas,2001
mbi,0.98,Pennsylvania,1911
mbj,0.82,Connecticut,1949
mbk,0.84,Missouri,1918
mbo,0.86,Connecticut,1907
mbp,0.68,Wisconsin,1922
mbq,0.74,Ohio,2010
mbu,0.43,Massachusetts,1947
mbw,0.98,Nevada,1909
mby,1.0,Pennsylvania,2023
mbz,0.82,Oklahoma,1936
mca,0.9,Indiana,1917
mcd,0.3,Arkansas,1962
mck,0.05,New Mexico,1999
mcm,0.74,Missouri,1966
mcn,0.47,Oklahoma,1921
mcq,0.48,Louisiana,1902
mct,0.72,Utah,1906
mcv,0.29,New Jersey,1954
mcw,0.29,Kentucky,1999
mcx,0.62,Arizona,1994
mcz,0.48,Maine,1959
mdb,0.07,Kentucky,1965
mdd,0.03,Maine,1915
mdf,0.12,Kansas,1930
mdk,0.04,Maine,1973
mdl,0.7,Washington,1972
mdm,0.14,Kentucky,2021
mdo,0.1,Alaska,1925
mdt,0.44,Pennsylvania,1912
mdu,0.25,Iowa,1953
mdy,0.14,Montana,2017
mec,0.33,Florida,1928
mee,0.81,Nebraska,1900
mef,0.1,South Dakota,1952
meh,0.42,North Carolina,1901
mei,0.84,Pennsylvania,1943
mem,0.8,Florida,2002
meq,0.06,Michigan,1948
mez,0.28,Florida,2015
mfa,0.83,Ohio,1901
mfd,0.77,Vermont,1998
mfe,0.0,Oklahoma,1932
mfi,0.08,Massachusetts,1931
mfp,0.64,Oregon,1948
mfr,0.25,Louisiana,1938
mft,0.86,New Jersey,1956
mga,0.97,Ohio,2010
mgd,0.32,Colorado,1928
mgf,0.3,Montana,1958
mgj,0.3,California,2008
mgk,0.35,Arizona,1910
mgn,0.48,South Carolina,1956
mgr,0.69,Mississippi,1920
mhc,0.07,Maine,1975
mhf,0.6,Virginia,1930
mhh,0.51,Missouri,1940
mhj,0.81,Ohio,2017
mhk,0.65,Indiana,1979
mhn,0.22,Vermont,1951
mhp,1.0,Illinois,1980
mhq,0.24,Maryland,1953
mht,0.69,Tennessee,1945
mhv,0.27,Idaho,1953
mhw,0.79,Delaware,1953
mhy,0.97,Tennessee,1910
mhz,0.99,Hawaii,2001
mif,0.39,Idaho,1962
mih,0.03,Oklahoma,2013
miq,0.5,Idaho,1997
mir,0.2,Kansas,1928
miu,0.36,Indiana,2004
miv,0.15,Minnesota,1949
mjc,0.32,Utah,1953
mji,0.43,Hawaii,1942
mjj,0.16,Mississippi,1959
mjk,0.63,South Dakota,1971
mjl,0.52,Utah,1996
mjo,0.08,Michigan,1984
mjq,0.88,New Mexico,1970
mjs,0.57,Arkansas,1961
mjt,0.33,South Dakota,2005
mjw,0.45,Nevada,1903
mjy,0.64,Minnesota,1976
mke,0.99,Florida,1979
mkg,0.4,Arkansas,1953
mki,0.76,New Hampshire,2006
mkj,0.93,Colorado,1902
mkl,0.77,West Virginia,1905
mkp,0.47,Florida,1938
mkt,0.27,New Jersey,1919
mkw,1.0,Indiana,1966
mkx,0.49,Missouri,1917
mky,0.39,Arkansas,1941
mla,0.53,Louisiana,2002
mlk,0.92,Pennsylvania,1995
mlm,0.03,New Jersey,1926
mln,0.0,Montana,1928
mlo,0.52,Oklahoma,1974
mlp,0.13,Oklahoma,1928
mlt,0.39,Kansas,2015
mlv,0.15,Minnesota,2005
mlz,0.2,Alabama,1987
mmc,0.59,Tennessee,1989
mmf,0.28,Michigan,2017
mmr,0.36,Missouri,2023
mmt,0.34,New Mexico,1980
mmz,0.41,Kansas,1901
mnb,0.81,Indiana,2001
mnk,0.76,Pennsylvania,1917
mnn,0.11,Rhode Island,1993
mnw,0.57,Nevada,1972
mnx,0.21,Washington,1974
mof,0.11,Indiana,2004
moj,0.73,Nevada,1996
mot,0.44,Texas,2000
mpb,0.95,Massachusetts,2000
mpc,0.59,California,1915
mpe,0.76,Utah,1988
mpg,0.16,New Jersey,1993
mpi,0.4,Wyoming,1935
mpl,0.43,Delaware,1934
mpn,0.29,Mississippi,1965
mpp,0.28,Montana,2015
mpq,0.8,Tennessee,1939
mpv,0.59,Montana,1932
mqc,0.2,Tennessee,1989
mqf,0.15,Minnesota,1968
mqh,0.4,Missouri,1951
mqp,0.46,Connecticut,1990
mqy,0.38,Alabama,1990
mqz,0.93,Illinois,1945
mrb,0.04,Alaska,1919
mre,0.86,Rhode Island,1961
mrf,0.4,Alabama,1909
mrh,0.28,South Carolina,1977
mri,0.14,Massachusetts,1905
mrk,0.64,Tennessee,1967
mrl,0.55,Texas,1984
mrn,0.69,Michigan,1961
mro,0.52,Mississippi,1951
mrr,0.85,South Carolina,2021
mru,0.24,New York,1948
mry,0.15,Colorado,1971
msl,0.72,Hawaii,1914
mss,0.61,Missouri,1997
mta,0.66,Oklahoma,1914
mtb,0.12,Delaware,1971
mtc,0.74,Maryland,1983
mtd,0.87,New Hampshire,2014
mte,0.21,Michigan,1953
mtf,0.66,Colorado,1943
mti,0.5,Nebraska,1947
mtk,0.25,Colorado,1974
mtm,0.25,North Carolina,1944
mto,0.09,Virginia,1991
mts,0.31,Georgia,1979
mtt,0.41,New York,1956
mtx,0.04,Indiana,1977
mue,0.97,Louisiana,1907
muf,0.86,Iowa,1910
mui,0.54,South Carolina,2007
muk,0.19,Delaware,2009
muq,0.89,New York,1939
mur,0.88,North Carolina,1975
mus,0.95,Michigan,1925
muv,0.99,Hawaii,2004
muz,0.97,Virginia,1971
mvb,0.57,Illinois,1965
mvi,0.79,South Dakota,1996
mvk,0.32,Washington,2014
mvl,0.87,New Hampshire,2015
mwd,0.95,Utah,1901
mwe,0.41,Nevada,1935
mwf,0.47,Nebraska,1987
mwh,0.57,New Mexico,1945
mwi,0.29,Maine,1943
mwj,0.78,Maine,1991
mwp,0.91,Arizona,1960
mwr,0.41,New Hampshire,1935
mwu,0.34,Delaware,1939
mwx,0.93,Nevada,2008
mxd,0.79,Maryland,1900
mxg,0.86,Hawaii,1960
mxk,0.54,Michigan,1975
mxl,0.31,Virginia,1989
mxn,0.7,Tennessee,1962
mxq,0.03,Georgia,1989
mxy,0.98,New Hampshire,1954
mya,0.88,Maine,2003
myb,0.61,Kentucky,1982
myc,0.56,Oregon,1979
mye,0.05,Utah,1903
myk,0.14,Florida,2009
mym,0.22,Minnesota,1981
myq,0.56,North Carolina,1991
myw,0.6,New Jersey,1973
myx,0.77,Tennessee,2016
mzd,0.08,Pennsylvania,2007
mze,0.72,New Jersey,1944
mzf,0.64,Utah,1981
mzj,0.88,Tennessee,1914
mzl,0.91,Nebraska,1987
mzm,0.79,Massachusetts,1963
mzn,0.86,South Carolina,1937
mzr,0.4,Michigan,1954
mzs,0.38,Oregon,1953
mzu,0.5,Michigan,1935
mzw,0.39,Hawaii,1976
nac,0.52,Washington,1976
nad,0.23,Indiana,1971
naf,0.01,Montana,1900
nag,0.32,Texas,1975
naj,0.26,Nebraska,2016
nak,0.55,North Carolina,1915
nal,0.85,Connecticut,1988
nap,0.91,Wyoming,2002
nas,0.14,Maryland,1998
nav,0.86,Mississippi,2010
nax,0.49,Louisiana,1929
naz,0.84,Illinois,1963
nba,0.21,Alabama,1977
nbc,0.4,Nebraska,1910
nbd,0.79,Iowa,1953
nbe,0.78,California,1984
nbl,0.92,Maryland,1988
nbm,0.69,Massachusetts,1949
nbp,0.95,Iowa,1980
nbq,0.54,Iowa,1924
nbt,0.27,South Carolina,1982
nbw,0.56,Kentucky,1956
ncb,0.99,South Dakota,1994
ncc,0.29,Pennsylvania,1988
ncj,0.84,New Mexico,1962
nck,0.12,Vermont,1934
ncn,0.78,North Carolina,1904
ncp,0.77,Arizona,1960
ncq,0.83,Utah,1972
ncr,0.1,New Jersey,1905
ncs,0.32,Arkansas,1958
nct,0.26,Florida,1979
ncv,0.08,Utah,1986
ndc,0.01,North Dakota,1928
ndg,0.75,Connecticut,1927
ndh,0.14,New Mexico,1974
ndn,0.3,Texas,1959
ndp,0.28,Wisconsin,1941
ndr,0.51,Colorado,1908
ndu,0.95,Ohio,1946
ndv,0.31,Delaware,2005
ndw,0.74,Kentucky,1941
ndy,0.02,Washington,1948
nea,0.23,Nevada,2015
neh,0.85,Vermont,1923
nep,0.77,California,1956
ner,0.26,West Virginia,1974
neu,0.19,Ohio,1921
nez,0.01,Utah,1962
nfa,0.16,Arizona,1945
nfb,0.19,California,1945
nfc,0.97,New Jersey,1990
nfm,0.16,Tennessee,1902
nfp,0.38,Hawaii,1984
nfr,0.5,Georgia,1910
nfs,0.41,California,2020
nga,0.85,West Virginia,1948
ngb,0.58,New York,1955
ngj,0.44,Nebraska,1917
ngk,0.75,Delaware,2017
ngl,0.59,Maine,1924
ngr,0.25,South Carolina,2017
ngs,0.24,Nebraska,1979
ngv,0.94,Missouri,2002
ngw,0.87,Indiana,1915
ngx,0.18,Illinois,2017
nhc,0.19,Michigan,2021
nhe,0.85,Missouri,1979
nhg,0.74,Alabama,1953
nhi,0.29,Nevada,1985
nhj,0.56,Michigan,2019
nhq,0.34,Oklahoma,1989
nhs,0.09,Louisiana,1956
nib,0.9,Texas,1955
nid,0.11,Missouri,1980
nif,0.93,Hawaii,1930
nii,0.6,Nebraska,1959
niq,0.21,Arizona,1991
nir,0.26,West Virginia,1935
nis,0.99,Arizona,2000
nit,0.67,New Jersey,1979
niy,0.46,Arkansas,1937
nja,0.6,Oregon,1950
njd,0.93,Connecticut,1941
njf,0.12,North Dakota,1917
njh,0.0,Massachusetts,1939
njj,0.84,Mississippi,1938
njk,0.83,Texas,1984
njl,0.89,Hawaii,1919
njm,0.41,Indiana,1987
njn,0.97,Maryland,2001
njo,0.84,Kansas,1924
njp,0.07,New Hampshire,1914
njw,0.65,Minnesota,1994
njz,0.72,Idaho,1902
nkb,0.11,Vermont,2013
nkk,0.96,Oklahoma,1915
nkm,0.88,Alabama,1972
nko,0.3,California,1962
nkp,0.15,New York,1949
nkq,0.32,Washington,1986
nkr,0.99,Idaho,1998
nks,0.19,Kansas,1986
nkv,0.98,Arkansas,1981
nky,0.56,Ohio,1909
nkz,0.23,New Jersey,1958
nla,0.08,South Carolina,1938
nlc,0.09,Maine,2004
nld,0.35,Connecticut,1943
nlg,0.41,Kentucky,2007
nlh,0.03,West Virginia,1994
nlj,0.36,Indiana,1964
nlk,0.09,Alaska,2010
nlm,0.0,South Dakota,1929
nln,0.81,Kansas,1983
nlo,0.19,Alaska,1912
nlp,0.6,Maryland,1959
nlv,0.89,Pennsylvania,1973
nlw,0.7,Nebraska,1972
nlx,0.85,Vermont,1934
nly,0.84,Washington,1948
nlz,0.93,Delaware,1953
nma,0.59,Hawaii,1949
nmb,0.43,New York,1987
nmg,0.52,Massachusetts,1921
nmm,0.14,Rhode Island,1975
nmn,0.04,Missouri,2018
nmp,0.73,Wisconsin,1916
nmq,0.98,Colorado,1973
nms,0.1,Louisiana,2015
nmt,0.32,Montana,1982
nmu,0.51,West Virginia,1947
nmv,0.68,New Jersey,1911
nmw,0.03,Alaska,1931
nnc,0.21,Connecticut,1938
nnd,0.26,Rhode Island,1941
nne,0.72,Missouri,1957
nnh,0.0,Colorado,1986
nni,0.79,Indiana,1985
nnj,0.96,Arkansas,2022
nnl,0.1,New York,1982
nnm,0.85,Tennessee,1967
nno,0.56,Wisconsin,1994
nns,0.56,Colorado,1942
nnv,0.06,Georgia,1961
nnx,0.55,Massachusetts,2000
noa,0.47,Kentucky,1970
noc,0.54,Texas,1983
not,0.26,North Dakota,1990
noz,0.48,Nevada,1931
npb,0.16,Massachusetts,1969
npg,0.94,Illinois,1926
npi,0.42,Illinois,1978
npj,0.14,Mississippi,1927
npl,0.79,Texas,1922
npn,0.23,Utah,2019
npp,0.26,Texas,1995
npr,0.65,South Dakota,1922
npx,0.95,Illinois,1906
nqa,0.9,Oklahoma,2005
nqg,0.54,New York,1989
nqh,0.06,Oregon,1929
nqk,0.97,South Dakota,1998
nqn,0.18,Arizona,1960
nqp,0.11,Nebraska,2000
nqr,0.7,Texas,1932
nqu,0.12,Washington,1984
nqx,0.8,New Mexico,1968
nqy,0.23,New Mexico,1979
nrb,0.02,Indiana,1907
nrc,0.3,Wyoming,1945
nrf,0.75,Arkansas,1992
nrg,0.98,Georgia,2017
nrj,0.38,Oregon,1996
nrk,0.42,Hawaii,1908
nrn,0.33,Washington,2003
nry,0.76,Indiana,1936
nsa,0.37,Kentucky,1909
nsc,0.61,Tennessee,2006
nsd,0.11,Rhode Island,1904
nse,0.92,North Carolina,2011
nsg,0.74,Wisconsin,1923
nsk,0.78,North Carolina,1961
nsl,0.01,Alaska,1992
nsm,0.58,Idaho,1982
nsr,0.88,West Virginia,2022
nsv,0.28,New Mexico,1950
nsy,0.99,Iowa,1995
nta,0.17,Texas,1994
nth,0.39,Colorado,1931
ntk,0.6,New Jersey,1992
ntp,0.73,Wyoming,1927
ntu,0.88,Florida,1924
nua,0.31,Kansas,1947
nuc,0.01,New Hampshire,1973
nud,0.35,Utah,1956
nug,0.66,Alabama,1987
nup,0.16,Wyoming,1900
nuu,0.56,New York,1943
nuw,0.02,Delaware,1940
nux,0.86,Alaska,1915
nuy,0.63,South Dakota,1993
nvc,0.16,North Carolina,1991
nvg,0.46,Missouri,1954
nvi,0.78,Michigan,1959
nvk,0.6,Nevada,1926
nvo,0.59,Colorado,1946
nvr,0.61,New Jersey,2000
nvv,0.46,South Carolina,1929
nvw,0.3,New Hampshire,1998
nvx,0.27,Iowa,1977
nwc,0.86,Illinois,1909
nwk,0.76,Arizona,1959
nwm,0.79,Connecticut,1939
nwo,0.82,North Carolina,1947
nwq,1.0,Oklahoma,1983
nwv,0.3,New Jersey,1901
nwy,0.56,Missouri,1992
nxc,0.78,Nebraska,1913
nxe,0.98,Mississippi,2019
nxf,0.53,Utah,1905
nxj,0.3,Wisconsin,1964
nxl,0.51,Illinois,1947
nxo,0.34,Florida,1912
nxp,0.49,Utah,1994
nxr,0.15,Utah,1922
nxs,0.28,Alaska,1930
nxv,0.89,Virginia,1966
nxz,0.66,New Jersey,2009
nyc,0.11,Iowa,2004
nym,0.08,Colorado,1999
nys,0.38,Hawaii,2014
nyt,0.03,Michigan,1909
nyu,0.66,Kentucky,2012
nyy,0.89,Massachusetts,1978
nza,0.52,Indiana,1956
nzb,0.08,Kentucky,1915
nzd,0.05,Kansas,1928
nzf,0.85,Oregon,1972
nzg,0.09,Delaware,2017
nzh,0.02,Tennessee,1963
nzi,0.48,Wisconsin,1956
nzj,0.36,Nebraska,1942
nzk,0.5,Massachusetts,1925
nzl,0.21,Maine,1923
nzq,0.99,Georgia,1910
nzr,0.66,Oregon,2013
nzt,0.05,Oklahoma,2022
nzv,0.82,Connecticut,1947
nzw,0.35,Mississippi,1913
nzz,0.21,Colorado,1927
oaa,0.24,Hawaii,1973
oab,0.74,New Mexico,1959
oae,0.07,South Dakota,1980
oaf,0.02,Georgia,1966
oag,1.0,Maine,1930
oah,0.23,Pennsylvania,1925
oai,0.71,Kentucky,2017
oaj,0.97,Wisconsin,1981
oal,0.3,Michigan,1938
oan,0.24,Kentucky,1924
oas,0.03,Michigan,2006
oav,0.56,South Dakota,1967
oax,0.04,Oregon,1988
oay,0.24,Wisconsin,2013
oba,0.16,Kansas,1972
obd,0.02,Pennsylvania,1999
obe,0.85,North Carolina,1949
obi,0.44,Maine,1998
obj,0.47,Colorado,1916
obl,0.55,Delaware,1964
obm,0.36,Louisiana,1999
obp,0.66,Tennessee,2004
