Letter,Number,Color
uga,26,White
ugb,53,Purple
ugc,96,Cyan
ugd,71,Blue
uge,40,Black
ugf,98,Blue
ugg,61,Lavender
ugh,13,White
ugi,23,Black
ugj,20,Gray
ugk,6,Purple
ugl,53,Yellow
ugm,82,Green
ugn,30,Brown
ugo,87,Blue
ugp,19,Pink
ugq,66,Blue
ugr,54,White
ugs,24,Purple
ugt,56,Blue
ugu,33,Red
ugv,56,Purple
ugw,60,Red
ugx,0,Black
ugy,58,Orange
ugz,29,Orange
uha,42,Cyan
uhb,98,Green
uhc,32,Magenta
uhd,39,White
uhe,19,Red
uhf,87,Lavender
uhg,79,Orange
uhh,49,Orange
uhi,48,Blue
uhj,22,Green
uhk,78,Black
uhl,19,Purple
uhm,16,Lavender
uhn,95,Yellow
uho,31,Yellow
uhp,37,Turquoise
uhq,56,Cyan
uhr,92,Black
uhs,25,White
uht,53,Blue
uhu,89,Green
uhv,5,Turquoise
uhw,65,Gray
uhx,68,Black
uhy,85,Blue
uhz,56,Red
uia,22,Blue
uib,23,Orange
uic,18,Turquoise
uid,20,Turquoise
uie,65,Brown
uif,59,White
uig,33,White
uih,1,Magenta
uii,59,Green
uij,58,Magenta
uik,12,Gray
uil,36,Brown
uim,1,Cyan
uin,49,Yellow
uio,19,Magenta
uip,65,Red
uiq,54,Pink
uir,3,Purple
uis,4,Magenta
uit,77,Cyan
uiu,20,Magenta
uiv,4,Pink
uiw,47,Blue
uix,2,Blue
uiy,99,Pink
uiz,79,Pink
uja,50,Turquoise
ujb,62,Magenta
ujc,58,Blue
ujd,80,Blue
uje,86,Orange
ujf,98,Orange
ujg,0,Magenta
ujh,2,Pink
uji,19,Purple
ujj,79,Pink
ujk,90,Pink
ujl,53,Black
ujm,55,Pink
ujn,75,Turquoise
ujo,66,Yellow
ujp,26,White
ujq,49,Blue
ujr,82,Purple
ujs,69,Black
ujt,85,Brown
uju,44,Red
ujv,66,Brown
ujw,14,Gray
ujx,25,Orange
ujy,62,Green
ujz,62,Orange
uka,72,Turquoise
ukb,36,Green
ukc,43,Cyan
ukd,11,Blue
uke,99,Pink
ukf,7,Pink
ukg,40,Orange
ukh,40,Pink
uki,79,Pink
ukj,31,Blue
ukk,77,Magenta
ukl,60,Magenta
ukm,84,Pink
ukn,73,Black
uko,48,Lavender
ukp,23,Gray
ukq,12,Purple
ukr,52,Turquoise
uks,75,Lavender
ukt,76,Purple
uku,64,Lavender
ukv,56,Green
ukw,39,Red
ukx,74,White
uky,3,Green
ukz,32,Magenta
ula,22,Red
ulb,1,Brown
ulc,78,Green
uld,64,Cyan
ule,1,Gray
ulf,11,Pink
ulg,64,Brown
ulh,77,Yellow
uli,19,Green
ulj,1,Turquoise
ulk,65,Blue
ull,81,Green
ulm,37,Blue
uln,10,Turquoise
ulo,11,Red
ulp,27,Brown
ulq,6,Purple
ulr,37,Pink
uls,85,Cyan
ult,35,Magenta
ulu,76,Brown
ulv,47,Pink
ulw,68,Orange
ulx,97,Gray
uly,100,Cyan
ulz,47,Magenta
uma,85,Lavender
umb,66,Pink
umc,57,Turquoise
umd,73,Lavender
ume,5,Blue
umf,30,Magenta
umg,45,Magenta
umh,55,Green
umi,78,Purple
umj,94,Blue
umk,52,Orange
uml,39,Turquoise
umm,55,Purple
umn,39,Brown
umo,72,Turquoise
ump,75,Yellow
umq,58,Pink
umr,62,Blue
ums,79,Black
umt,90,Blue
umu,23,Lavender
umv,37,Lavender
umw,2,Gray
umx,18,Blue
umy,5,Black
umz,57,Green
una,88,Orange
unb,72,Brown
unc,61,Cyan
und,98,Yellow
une,92,Pink
unf,40,White
ung,23,Purple
unh,17,Green
uni,20,Turquoise
unj,21,White
unk,49,Blue
unl,72,Red
unm,36,Green
unn,40,Yellow
uno,31,Magenta
unp,18,Gray
unq,52,Pink
unr,81,Green
uns,22,Cyan
unt,84,White
unu,1,Gray
unv,62,Blue
unw,71,Yellow
unx,25,White
uny,63,Black
unz,86,Black
uoa,56,Yellow
uob,36,Lavender
uoc,29,Lavender
uod,60,Turquoise
uoe,9,Magenta
uof,59,Green
uog,23,Red
uoh,90,Lavender
uoi,31,White
uoj,100,Green
uok,46,Yellow
uol,18,Blue
uom,56,Turquoise
uon,50,Orange
uoo,87,Gray
uop,20,Gray
uoq,77,Blue
uor,98,Magenta
uos,94,Lavender
uot,51,Magenta
uou,72,Turquoise
uov,26,Turquoise
uow,24,Cyan
uox,61,Magenta
uoy,14,Orange
uoz,94,Pink
upa,78,Orange
upb,75,Purple
upc,77,Magenta
upd,37,Gray
upe,15,Blue
upf,50,Turquoise
upg,61,Lavender
uph,76,Green
upi,52,Purple
upj,85,Blue
upk,33,Green
upl,65,Black
upm,89,Green
upn,52,Purple
upo,61,Cyan
upp,39,Black
upq,68,Pink
upr,43,Lavender
ups,24,Yellow
upt,24,Cyan
upu,84,Turquoise
upv,66,Green
upw,35,Yellow
upx,42,Cyan
upy,83,Lavender
upz,38,Black
uqa,8,Lavender
uqb,28,Magenta
uqc,76,Gray
uqd,26,Gray
uqe,31,Turquoise
uqf,19,Magenta
uqg,38,Orange
uqh,61,Gray
uqi,30,Cyan
uqj,41,Brown
uqk,86,Orange
uql,68,Brown
uqm,45,Purple
uqn,2,Magenta
uqo,27,Magenta
uqp,94,Blue
uqq,82,Cyan
uqr,84,Yellow
uqs,73,Brown
uqt,73,Lavender
uqu,42,White
uqv,0,White
uqw,51,Green
uqx,36,Magenta
uqy,72,Yellow
uqz,42,Gray
ura,87,Purple
urb,21,Black
urc,62,Purple
urd,56,Orange
ure,90,Blue
urf,81,Pink
urg,99,Black
urh,89,Brown
uri,65,Brown
urj,26,Gray
urk,13,Magenta
url,69,Magenta
urm,16,Gray
urn,55,Green
uro,56,Orange
urp,11,Green
urq,53,Brown
urr,88,Cyan
urs,99,Green
urt,76,Lavender
uru,30,Orange
urv,12,Lavender
urw,100,Turquoise
urx,40,White
ury,91,Turquoise
urz,94,Red
usa,11,Brown
usb,19,Lavender
usc,14,Yellow
usd,66,Yellow
use,94,Red
usf,66,Purple
usg,74,White
ush,62,Red
usi,62,Brown
usj,93,Yellow
usk,45,White
usl,89,Pink
usm,26,Green
usn,1,Magenta
uso,86,Gray
usp,98,Magenta
usq,72,Purple
usr,13,Red
uss,30,Green
ust,81,Yellow
usu,38,Gray
usv,30,Cyan
usw,29,Yellow
usx,79,Purple
usy,14,Orange
usz,79,White
uta,53,Blue
utb,96,Cyan
utc,90,Green
utd,96,White
ute,42,Purple
utf,85,Yellow
utg,28,Magenta
uth,41,Red
uti,36,Purple
utj,47,Yellow
utk,33,Brown
utl,57,Magenta
utm,34,Orange
utn,30,Orange
uto,45,Black
utp,81,Lavender
utq,4,Lavender
utr,90,Magenta
uts,26,Green
utt,69,Brown
utu,83,Turquoise
utv,91,Blue
utw,83,Purple
utx,27,Yellow
uty,79,Yellow
utz,99,Magenta
uua,55,Gray
uub,59,Lavender
uuc,14,Green
uud,0,White
uue,99,White
uuf,28,Green
uug,3,Turquoise
uuh,48,Purple
uui,92,Magenta
uuj,34,Green
uuk,67,Green
uul,38,Pink
uum,92,Gray
uun,39,Yellow
uuo,73,Red
uup,95,Lavender
uuq,44,White
uur,64,Pink
uus,18,Orange
uut,75,Gray
uuu,58,Red
uuv,87,Purple
uuw,33,Yellow
uux,92,Gray
uuy,18,Yellow
uuz,79,Green
uva,27,White
uvb,50,Turquoise
uvc,17,Black
uvd,90,Black
uve,2,Yellow
uvf,65,White
uvg,68,Brown
uvh,83,Turquoise
uvi,48,Blue
uvj,76,Gray
uvk,76,Red
uvl,9,Yellow
uvm,57,Blue
uvn,17,White
uvo,56,Turquoise
uvp,58,Gray
uvq,25,Pink
uvr,97,Pink
uvs,58,Green
uvt,14,Blue
uvu,46,Yellow
uvv,87,Gray
uvw,29,Purple
uvx,100,White
uvy,29,Orange
uvz,51,Gray
uwa,6,Blue
uwb,82,Brown
uwc,76,Brown
uwd,92,Brown
uwe,7,Purple
uwf,27,Purple
uwg,68,Blue
uwh,37,Brown
uwi,29,Magenta
uwj,22,Green
uwk,10,Lavender
uwl,98,Pink
uwm,22,Blue
uwn,31,Yellow
uwo,52,Blue
uwp,81,Magenta
uwq,40,Turquoise
uwr,51,Gray
uws,95,Lavender
uwt,99,Magenta
uwu,69,Green
uwv,75,White
uww,24,Cyan
uwx,22,Gray
uwy,77,Brown
uwz,26,Cyan
uxa,31,Pink
uxb,81,Cyan
uxc,20,Pink
uxd,91,White
uxe,98,Pink
uxf,86,Cyan
uxg,21,Red
uxh,73,Yellow
uxi,77,Magenta
uxj,24,Black
uxk,28,Lavender
uxl,86,Purple
uxm,32,Orange
uxn,94,Black
uxo,4,Brown
uxp,16,Black
uxq,82,Yellow
uxr,94,Gray
uxs,37,Gray
uxt,34,Blue
uxu,34,Red
uxv,79,Black
uxw,83,White
uxx,3,Magenta
uxy,66,Turquoise
uxz,9,Lavender
uya,38,Brown
uyb,96,Lavender
uyc,92,Turquoise
uyd,45,Pink
uye,44,Lavender
uyf,55,Brown
uyg,70,White
uyh,4,Black
uyi,60,Orange
uyj,77,Cyan
uyk,49,Green
uyl,87,Blue
uym,55,Pink
uyn,2,Red
uyo,65,Red
uyp,44,Green
uyq,29,Cyan
uyr,5,Magenta
uys,22,White
uyt,68,Orange
uyu,43,Brown
uyv,70,Cyan
uyw,47,Gray
uyx,74,Brown
uyy,38,Gray
uyz,57,Pink
uza,18,Turquoise
uzb,91,Purple
uzc,84,Magenta
uzd,58,Lavender
uze,82,Brown
uzf,90,White
uzg,1,Brown
uzh,2,Gray
uzi,47,Brown
uzj,19,Magenta
uzk,6,Gray
uzl,53,Yellow
uzm,28,Magenta
uzn,43,Yellow
uzo,70,Turquoise
uzp,14,Orange
uzq,40,Gray
uzr,13,Green
uzs,26,Lavender
uzt,77,Blue
uzu,54,Black
uzv,82,Red
uzw,73,Magenta
uzx,22,Magenta
uzy,25,Orange
uzz,81,Orange
vaa,26,Brown
vab,64,Lavender
vac,94,Purple
vad,32,Orange
vae,27,Turquoise
vaf,94,Green
vag,95,Blue
vah,85,Black
vai,56,Black
vaj,33,Turquoise
vak,82,Red
val,62,Magenta
vam,84,Blue
van,58,Cyan
vao,89,Black
vap,88,Lavender
vaq,63,Blue
var,76,Lavender
vas,28,Turquoise
vat,51,Magenta
vau,4,Black
vav,82,Green
vaw,96,Magenta
vax,19,Orange
vay,82,White
vaz,61,Gray
vba,28,Pink
vbb,86,White
vbc,39,Blue
vbd,67,Black
vbe,77,Green
vbf,33,White
vbg,53,Lavender
vbh,89,Lavender
vbi,32,Turquoise
vbj,96,Orange
vbk,90,Orange
vbl,78,Magenta
vbm,16,Magenta
vbn,32,Purple
vbo,55,Brown
vbp,17,Black
vbq,94,Turquoise
vbr,87,Yellow
vbs,74,Turquoise
vbt,6,Yellow
vbu,21,Cyan
vbv,6,Red
vbw,68,Black
vbx,28,Lavender
vby,99,Black
vbz,24,Orange
vca,57,White
vcb,14,Orange
vcc,37,Pink
vcd,99,Purple
vce,85,Lavender
vcf,1,Yellow
vcg,13,Black
vch,97,White
vci,57,White
vcj,0,Blue
vck,82,Magenta
vcl,80,Brown
vcm,44,White
vcn,64,Purple
vco,7,White
vcp,18,Lavender
vcq,69,Yellow
vcr,8,Lavender
vcs,12,Blue
vct,89,Blue
vcu,91,Cyan
vcv,38,Black
vcw,52,Brown
vcx,49,White
vcy,94,Pink
vcz,30,Lavender
vda,0,Turquoise
vdb,2,Turquoise
vdc,74,Orange
vdd,24,Red
vde,95,Lavender
vdf,37,Black
vdg,7,Pink
vdh,41,Brown
vdi,7,Green
vdj,40,Blue
vdk,15,Brown
vdl,39,Blue
vdm,61,Brown
vdn,51,Black
vdo,64,Lavender
vdp,94,Brown
vdq,17,Magenta
vdr,17,Purple
vds,46,Brown
vdt,6,Red
vdu,24,Magenta
vdv,93,Cyan
vdw,25,Green
vdx,56,Black
vdy,31,Pink
vdz,60,White
vea,46,Lavender
veb,27,Brown
vec,13,Turquoise
ved,0,Turquoise
vee,98,Red
vef,100,Green
veg,63,Brown
veh,5,Gray
vei,43,Purple
vej,76,Brown
vek,65,Lavender
vel,84,Orange
vem,64,Red
ven,32,Gray
veo,92,Turquoise
vep,39,Pink
veq,16,Green
ver,71,Gray
ves,42,Green
vet,82,White
veu,39,Red
vev,51,Purple
vew,23,Yellow
vex,47,Yellow
vey,42,Gray
vez,39,Purple
vfa,71,Cyan
vfb,20,Black
vfc,47,Black
vfd,65,Lavender
vfe,48,Blue
vff,64,White
vfg,42,Red
vfh,2,Gray
vfi,9,Lavender
vfj,27,Orange
vfk,34,Blue
vfl,63,Green
vfm,85,Yellow
vfn,71,Orange
vfo,78,Yellow
vfp,69,Black
vfq,20,Purple
vfr,20,Lavender
vfs,83,Blue
vft,26,Magenta
vfu,99,Lavender
vfv,23,Cyan
vfw,78,Orange
vfx,15,Yellow
vfy,81,Pink
vfz,84,Magenta
vga,73,White
vgb,82,Red
vgc,20,Green
vgd,83,Black
vge,1,Orange
vgf,85,Orange
vgg,62,Lavender
vgh,99,Blue
vgi,71,Blue
vgj,28,Turquoise
vgk,85,Magenta
vgl,46,Blue
vgm,59,Gray
vgn,67,Purple
vgo,79,Lavender
vgp,47,Purple
vgq,66,Orange
vgr,0,Magenta
vgs,24,Brown
vgt,32,Turquoise
vgu,82,Black
vgv,75,Black
vgw,1,Orange
vgx,74,Gray
vgy,57,Lavender
vgz,50,Magenta
vha,85,Gray
vhb,28,Blue
vhc,89,Cyan
vhd,43,Purple
vhe,31,Red
vhf,67,Red
vhg,11,Yellow
vhh,13,Gray
vhi,54,White
vhj,54,Gray
vhk,87,Orange
vhl,36,Orange
vhm,49,Orange
vhn,76,Cyan
vho,80,Lavender
vhp,29,Yellow
vhq,90,Purple
vhr,20,Cyan
vhs,94,Brown
vht,38,Brown
vhu,28,Yellow
vhv,25,Black
vhw,42,Yellow
vhx,68,Purple
vhy,60,Green
vhz,52,Green
via,52,Magenta
vib,29,Turquoise
vic,64,Green
vid,56,Orange
vie,52,Red
vif,40,Lavender
vig,35,Blue
vih,83,White
vii,86,Lavender
vij,39,Orange
vik,65,Blue
vil,2,Brown
vim,95,Black
vin,68,Red
vio,81,Yellow
vip,28,Magenta
viq,34,Turquoise
vir,100,Magenta
vis,35,Yellow
vit,94,Gray
viu,62,Brown
viv,33,Turquoise
viw,97,Cyan
vix,63,Red
viy,73,Magenta
viz,39,Gray
vja,60,Purple
vjb,45,Black
vjc,85,Magenta
vjd,6,Lavender
vje,46,Pink
vjf,51,Brown
vjg,50,Orange
vjh,34,Orange
vji,29,Black
vjj,9,Pink
vjk,90,Lavender
vjl,97,Magenta
vjm,92,Pink
vjn,36,Pink
vjo,62,Black
vjp,25,Red
vjq,71,White
vjr,42,Yellow
vjs,83,Lavender
vjt,73,Turquoise
vju,23,Purple
vjv,88,Yellow
vjw,55,Brown
vjx,34,Blue
vjy,20,White
vjz,4,Cyan
vka,82,Blue
vkb,84,Red
vkc,85,Black
vkd,69,Purple
vke,99,Turquoise
vkf,70,Purple
vkg,6,White
vkh,29,Yellow
vki,18,Turquoise
vkj,10,Pink
vkk,7,Gray
vkl,9,Turquoise
vkm,74,White
vkn,1,Black
vko,32,Pink
vkp,71,White
vkq,33,White
vkr,76,Gray
vks,52,Pink
vkt,41,Gray
vku,94,Orange
vkv,38,Cyan
vkw,65,Yellow
vkx,12,Yellow
vky,62,Lavender
vkz,93,Magenta
vla,74,Green
vlb,2,Pink
vlc,19,Magenta
vld,67,Brown
vle,66,Magenta
vlf,98,Yellow
vlg,98,Yellow
vlh,16,Red
vli,21,Cyan
vlj,36,White
vlk,14,Gray
vll,62,Gray
vlm,48,Black
vln,58,Green
vlo,0,Pink
vlp,80,White
vlq,61,Purple
vlr,94,Red
vls,68,Blue
vlt,76,Gray
vlu,13,Purple
vlv,98,Blue
vlw,96,Brown
vlx,19,Red
vly,76,Brown
vlz,24,Blue
vma,91,Magenta
vmb,55,Gray
vmc,38,Yellow
vmd,29,Magenta
vme,51,Pink
vmf,1,Purple
vmg,86,Blue
vmh,14,Cyan
vmi,36,Blue
vmj,6,Turquoise
vmk,19,White
vml,68,Brown
vmm,31,Orange
vmn,57,White
vmo,97,Magenta
vmp,8,Green
vmq,36,Gray
vmr,1,Blue
vms,66,Black
vmt,36,Turquoise
vmu,12,Cyan
vmv,52,Green
vmw,93,Red
vmx,67,Turquoise
vmy,61,Magenta
vmz,0,Green
vna,6,Cyan
vnb,34,Purple
vnc,8,Yellow
vnd,71,Cyan
vne,50,Magenta
vnf,63,Purple
vng,74,Lavender
vnh,17,Turquoise
vni,57,Green
vnj,67,White
vnk,53,White
vnl,56,Red
vnm,78,Gray
vnn,36,Pink
vno,96,Pink
vnp,33,Brown
vnq,18,Orange
vnr,96,Red
vns,46,Cyan
vnt,67,Blue
vnu,40,Red
vnv,59,Red
vnw,22,White
vnx,20,Black
vny,65,Turquoise
vnz,56,Cyan
voa,99,White
vob,16,Brown
voc,30,Magenta
vod,59,Blue
voe,78,Magenta
vof,35,Turquoise
vog,64,Gray
voh,53,White
voi,34,Brown
voj,51,Green
vok,84,Red
vol,58,Cyan
vom,50,Magenta
von,67,Lavender
voo,48,Turquoise
vop,15,Brown
voq,52,Blue
vor,70,Lavender
vos,10,Turquoise
vot,73,Lavender
vou,43,Red
vov,60,Orange
vow,84,Orange
vox,71,Purple
voy,62,Green
voz,73,Lavender
vpa,93,White
vpb,34,Blue
vpc,94,Magenta
vpd,50,Cyan
vpe,68,Blue
vpf,100,Blue
vpg,57,Purple
vph,24,White
vpi,8,Green
vpj,48,Gray
vpk,16,Gray
vpl,47,Magenta
vpm,50,White
vpn,93,Blue
vpo,1,Brown
vpp,73,Blue
vpq,68,Purple
vpr,72,Blue
vps,42,Purple
vpt,80,Cyan
vpu,58,Orange
vpv,96,White
vpw,99,Green
vpx,15,Yellow
vpy,49,Yellow
vpz,79,Orange
vqa,47,Lavender
vqb,40,White
vqc,9,Red
vqd,82,Pink
vqe,72,Black
vqf,65,Orange
vqg,41,Yellow
vqh,14,Turquoise
vqi,43,Lavender
vqj,91,Red
vqk,98,Magenta
vql,86,Orange
vqm,9,Magenta
vqn,20,Yellow
vqo,23,Gray
vqp,44,Purple
vqq,51,Brown
vqr,98,Green
vqs,11,White
vqt,26,Blue
vqu,55,Brown
vqv,58,Yellow
vqw,24,Red
vqx,68,Purple
vqy,36,Red
vqz,85,Lavender
vra,77,Turquoise
vrb,91,Red
vrc,84,Brown
vrd,62,Turquoise
vre,84,Brown
vrf,61,Purple
vrg,19,Green
vrh,61,Blue
vri,74,Purple
vrj,12,Orange
vrk,9,White
vrl,84,Purple
vrm,52,Turquoise
vrn,53,Turquoise
vro,76,Orange
vrp,99,Yellow
vrq,62,Turquoise
vrr,31,Blue
vrs,66,Gray
vrt,63,Black
vru,54,Red
vrv,79,Purple
vrw,27,Turquoise
vrx,19,White
vry,53,Green
vrz,0,Magenta
vsa,50,Purple
vsb,81,White
vsc,81,Orange
vsd,81,Orange
vse,60,Orange
vsf,43,Lavender
vsg,70,Red
vsh,57,Orange
vsi,22,Cyan
vsj,15,Turquoise
vsk,66,Blue
vsl,100,Orange
vsm,68,White
vsn,75,Purple
vso,95,Purple
vsp,66,Orange
vsq,14,Lavender
vsr,37,Green
vss,20,Blue
vst,85,Brown
vsu,1,Blue
vsv,67,Purple
vsw,71,Orange
vsx,52,Magenta
vsy,31,Turquoise
vsz,99,Green
vta,53,Pink
vtb,59,Magenta
vtc,44,Gray
vtd,47,Red
vte,21,Orange
vtf,93,Blue
vtg,57,Black
vth,98,Red
vti,12,Turquoise
vtj,11,Gray
vtk,8,Red
vtl,100,Green
vtm,59,Blue
vtn,63,Gray
vto,34,Red
vtp,14,Pink
vtq,55,Yellow
vtr,74,White
vts,44,Cyan
vtt,91,Brown
vtu,61,Black
vtv,20,Green
vtw,95,Turquoise
vtx,23,Yellow
vty,88,Orange
vtz,85,Purple
vua,68,Gray
vub,1,Cyan
vuc,94,Blue
vud,30,Lavender
vue,79,Pink
vuf,82,Pink
vug,62,Lavender
vuh,84,Black
vui,76,Lavender
vuj,5,Green
vuk,55,Brown
vul,25,Red
vum,47,Gray
vun,70,Brown
vuo,88,Magenta
vup,4,Gray
vuq,14,Magenta
vur,77,Red
vus,79,Purple
vut,63,Red
vuu,91,Magenta
vuv,57,White
vuw,73,Cyan
vux,8,Magenta
vuy,42,Pink
vuz,84,Turquoise
vva,64,Yellow
vvb,3,Magenta
vvc,10,Brown
vvd,6,Red
vve,75,Black
vvf,72,Pink
vvg,26,Magenta
vvh,37,Pink
vvi,79,Black
vvj,67,Black
vvk,7,Lavender
vvl,27,Black
vvm,64,Yellow
vvn,65,White
vvo,76,Turquoise
vvp,42,Pink
vvq,27,Brown
vvr,89,Magenta
vvs,29,Lavender
vvt,10,Turquoise
vvu,46,Magenta
vvv,80,Magenta
vvw,58,Purple
vvx,38,White
vvy,38,Green
vvz,63,Cyan
vwa,53,Lavender
vwb,73,Black
vwc,5,Lavender
vwd,58,Magenta
vwe,93,Brown
vwf,11,Red
vwg,2,Orange
vwh,95,Lavender
vwi,27,Green
vwj,78,Green
vwk,5,Cyan
vwl,51,Black
vwm,16,Lavender
vwn,72,Green
vwo,71,Pink
vwp,44,Green
vwq,22,Magenta
vwr,48,Red
vws,48,Purple
vwt,20,Black
vwu,88,Orange
vwv,89,Pink
vww,72,Pink
vwx,58,Blue
vwy,54,Blue
vwz,79,Cyan
vxa,82,Green
vxb,64,Orange
vxc,21,Brown
vxd,92,Green
vxe,50,Red
vxf,49,Black
vxg,6,Pink
vxh,51,Lavender
vxi,73,Cyan
vxj,87,Black
vxk,86,Turquoise
vxl,31,Brown
vxm,65,Blue
vxn,77,Green
vxo,26,Orange
vxp,33,Orange
vxq,81,Purple
vxr,96,Gray
vxs,61,White
vxt,16,Yellow
vxu,91,Orange
vxv,31,Brown
vxw,5,Pink
vxx,28,Cyan
vxy,24,White
vxz,93,Purple
vya,62,Brown
vyb,93,Magenta
vyc,2,Yellow
vyd,55,Purple
vye,68,Blue
vyf,16,Brown
vyg,15,Brown
vyh,55,Red
vyi,40,Purple
vyj,48,Yellow
vyk,23,Green
vyl,10,Cyan
vym,49,Brown
vyn,100,Brown
vyo,33,Black
vyp,87,Magenta
vyq,61,Red
vyr,15,Orange
vys,34,Brown
vyt,44,Cyan
vyu,98,Gray
vyv,14,Turquoise
vyw,90,Black
vyx,76,Blue
vyy,30,Magenta
vyz,36,Gray
vza,1,Magenta
vzb,42,Turquoise
vzc,11,Pink
vzd,75,Orange
vze,63,Green
vzf,67,Pink
vzg,66,Gray
vzh,14,Brown
vzi,2,Black
vzj,55,Orange
vzk,95,Purple
vzl,98,Pink
vzm,72,Purple
vzn,47,White
vzo,100,Purple
vzp,19,Magenta
vzq,27,White
vzr,96,Lavender
vzs,4,Red
vzt,63,Orange
vzu,20,Orange
vzv,59,Brown
vzw,65,Magenta
vzx,100,Red
vzy,52,Green
vzz,17,White
waa,52,Blue
wab,8,Blue
wac,35,Cyan
wad,63,Blue
wae,42,Purple
waf,47,Blue
wag,71,White
wah,100,Blue
wai,25,Gray
waj,32,Yellow
wak,32,Magenta
wal,47,Yellow
wam,33,Green
wan,95,Yellow
wao,37,Black
wap,21,Brown
waq,49,White
war,60,Yellow
was,70,Magenta
wat,97,Yellow
wau,59,Green
wav,27,Green
waw,7,Magenta
wax,81,Black
way,2,White
waz,1,Cyan
wba,8,White
wbb,20,Magenta
wbc,46,White
wbd,42,Turquoise
wbe,59,Black
wbf,74,Green
wbg,84,Green
wbh,100,Black
wbi,44,Green
wbj,35,Cyan
wbk,25,Red
wbl,12,Turquoise
wbm,29,Yellow
wbn,76,Turquoise
wbo,85,White
wbp,87,Lavender
wbq,1,Lavender
wbr,0,Red
wbs,28,Pink
wbt,18,Blue
wbu,46,Blue
wbv,96,Magenta
wbw,22,White
wbx,7,Cyan
wby,51,Red
wbz,88,Magenta
wca,36,Purple
wcb,0,Orange
wcc,54,Red
wcd,96,Purple
wce,3,Red
wcf,4,Turquoise
wcg,68,Purple
wch,86,Cyan
wci,84,Red
wcj,67,Red
wck,75,Cyan
wcl,42,Black
wcm,41,Gray
wcn,68,Brown
wco,86,Gray
wcp,90,Gray
wcq,41,Pink
wcr,24,Orange
wcs,29,Black
wct,58,Cyan
wcu,29,Blue
wcv,36,Gray
wcw,63,Lavender
wcx,20,Lavender
wcy,96,Cyan
wcz,19,White
wda,11,Lavender
wdb,30,Magenta
wdc,69,Red
wdd,21,Cyan
wde,73,Pink
wdf,62,Turquoise
wdg,37,Orange
wdh,49,Brown
wdi,3,White
wdj,60,Yellow
wdk,32,Yellow
wdl,47,Cyan
wdm,98,Red
wdn,36,Turquoise
wdo,91,White
wdp,14,Green
wdq,94,Turquoise
wdr,58,Pink
wds,7,Brown
wdt,25,Orange
wdu,20,Blue
wdv,41,White
wdw,86,Purple
wdx,74,Magenta
wdy,97,Black
wdz,91,Yellow
wea,45,Black
web,6,Blue
wec,13,Lavender
wed,85,Lavender
wee,61,Red
wef,36,Pink
weg,30,Brown
weh,73,White
wei,29,Yellow
wej,12,White
wek,35,Magenta
wel,15,Orange
wem,14,Green
wen,31,Yellow
weo,9,Red
wep,75,Magenta
weq,87,Black
wer,85,Lavender
wes,51,Blue
wet,36,Gray
weu,56,Red
wev,60,Purple
wew,11,Brown
wex,43,Turquoise
wey,96,Pink
wez,92,Pink
wfa,29,Cyan
wfb,7,Magenta
wfc,71,Cyan
wfd,64,Yellow
wfe,33,Red
wff,7,Lavender
wfg,51,Yellow
wfh,53,Pink
wfi,50,Gray
wfj,62,Magenta
wfk,44,White
wfl,80,Black
wfm,73,Black
wfn,15,Turquoise
wfo,82,White
wfp,13,Orange
wfq,0,Cyan
wfr,34,Black
wfs,43,Green
wft,34,Yellow
wfu,48,Black
wfv,67,White
wfw,47,Red
wfx,35,Orange
wfy,31,Cyan
wfz,29,Yellow
wga,92,Magenta
wgb,37,Yellow
wgc,72,Purple
wgd,21,Magenta
wge,57,Pink
wgf,24,White
wgg,94,Pink
wgh,24,Black
wgi,41,Red
wgj,5,Green
wgk,76,Turquoise
wgl,16,Turquoise
wgm,10,Blue
wgn,23,Lavender
wgo,72,Red
wgp,94,Pink
wgq,56,Gray
wgr,54,Blue
wgs,34,Gray
wgt,65,White
wgu,10,Brown
wgv,30,Magenta
wgw,14,White
wgx,26,Green
wgy,77,Lavender
wgz,86,Pink
wha,9,Orange
whb,11,Purple
whc,61,Orange
whd,23,White
whe,8,Pink
whf,14,Turquoise
whg,81,Brown
whh,83,Green
whi,53,Blue
whj,25,Orange
whk,74,Pink
whl,17,Purple
whm,29,Lavender
whn,92,Lavender
who,37,Brown
whp,23,Purple
whq,80,Brown
whr,41,Green
whs,90,Blue
wht,90,Purple
whu,44,Pink
whv,25,Green
whw,13,Gray
whx,55,Brown
why,30,Lavender
whz,91,Magenta
wia,32,White
wib,71,Turquoise
wic,92,Lavender
wid,16,Magenta
wie,0,Gray
wif,33,Orange
wig,86,Gray
wih,19,Magenta
wii,100,Cyan
wij,26,Black
wik,67,Pink
wil,35,Yellow
wim,52,Purple
win,47,Lavender
wio,35,Brown
wip,67,Gray
wiq,9,Lavender
wir,23,Magenta
wis,56,Orange
wit,40,Turquoise
wiu,30,Green
wiv,49,Green
wiw,62,Pink
wix,21,Gray
wiy,67,White
wiz,28,Lavender
wja,75,Green
wjb,34,Black
wjc,6,Turquoise
wjd,3,Orange
wje,75,Green
wjf,54,Green
wjg,16,Magenta
wjh,19,Cyan
wji,88,Gray
wjj,72,Purple
wjk,28,Gray
wjl,36,Green
wjm,61,Yellow
wjn,87,Pink
wjo,39,Magenta
wjp,78,Magenta
wjq,58,Purple
